q_id,question,context
e04e6046-7b6b-433c-bd0e-bf7cd77b0451,Do you offer any study abroad programs?,"Yes, we do! Our study abroad programs allow students to gain valuable international experience while earning credit towards their degree. Contact our study abroad office for more information."
61f8bef7-bf44-4ab7-bec1-de63a8c22c6f,What is the student-to-faculty ratio at your school?,Our student-to-faculty ratio is typically around 15:1. This allows for personalized attention and support from our experienced faculty members.
d657a173-f6dd-4f0f-b017-51e7edf7434f,How do I apply for admission?,You can apply for admission by submitting an online application and any required documents (such as transcripts and test scores) to our admissions office. Contact us for more information on the application process.
5f0bdd74-0df3-4fa9-86e2-2ff05d263f39,What is the difference between a college and a university?,"A college typically offers undergraduate degrees and focuses on teaching and learning, while a university offers both undergraduate and graduate degrees and conducts research in addition to teaching."
072069d4-6fb2-4461-bdff-13a692b5d35f,What is the average cost of tuition for a four-year college?,"The average cost of tuition for a four-year college varies depending on the institution and location, but it can range from around $10,000 to over $30,000 per year."
c9c3dfc7-59ee-44a5-b1a4-f4fe25cc95a8,What is a student loan?,"A student loan is a type of loan that is used to pay for educational expenses, such as tuition, books, and living expenses. These loans must be repaid with interest."
501f42d7-57cb-4006-9282-2ed16d21c0e6,What is the difference between a private and public college?,"A public college is typically funded by the state and offers lower tuition rates for in-state residents, while a private college is funded by private sources and typically has higher tuition rates."
39ffc71f-7e6e-46f2-b095-1244aaefa507,How do I choose a college major?,"You can choose a college major based on your interests, skills, and career goals. It may be helpful to speak with a guidance counselor or academic advisor for guidance."
e998cd94-9d2f-461a-a303-c0671b62a2a9,What is the difference between an associate's degree and a bachelor's degree?,"An associate's degree typically takes two years to complete and focuses on general education and introductory courses, while a bachelor's degree takes four years to complete and focuses on more specialized coursework in a specific field."
4749310a-8941-426b-acb3-19dd38f3b0e5,How do I transfer credits between colleges?,You can transfer credits between colleges by speaking with an academic advisor at both institutions and submitting official transcripts to the new institution. The new institution will evaluate your credits and determine which ones can be transferred.
